Test Case,Algorithm,Execution Time,std
r 10000 1.2134,R,0,1.2134
r 10000 1.2135,H,0,1.2135
r 10000 1.2135,M,0,1.2135
r 10000 1.2135,Q,0,1.2135
r 10000 1.2135,R,0,1.2135
r 10000 1.2136,H,1,1.2136
r 10000 1.2136,M,0,1.2136
r 10000 1.2136,Q,0,1.2136
r 10000 1.2136,R,0,1.2136
r 10000 1.2137,H,0,1.2137
r 10000 1.2137,M,0,1.2137
r 10000 1.2137,Q,0,1.2137
r 10000 1.2137,R,0,1.2137
r 10000 1.2138,H,0,1.2138
r 10000 1.2138,M,1,1.2138
r 10000 1.2138,Q,0,1.2138
r 10000 1.2138,R,0,1.2138
r 10000 1.2139,H,0,1.2139
r 10000 1.2139,M,0,1.2139
r 10000 1.2139,Q,1,1.2139
r 10000 1.2139,R,0,1.2139
r 10000 1.2140,H,1,1.2140
r 10000 1.2140,M,0,1.2140
r 10000 1.2140,Q,0,1.2140
r 10000 1.2140,R,0,1.2140
r 10000 1.2141,H,0,1.2141
r 10000 1.2141,M,0,1.2141
r 10000 1.2141,Q,0,1.2141
r 10000 1.2141,R,1,1.2141
r 10000 1.2142,H,1,1.2142
r 10000 1.2142,M,0,1.2142
r 10000 1.2142,Q,0,1.2142
r 10000 1.2142,R,0,1.2142
r 10000 1.2143,H,0,1.2143
r 10000 1.2143,M,0,1.2143
r 10000 1.2143,Q,0,1.2143
r 10000 1.2143,R,1,1.2143
r 10000 1.2144,H,1,1.2144
r 10000 1.2144,M,0,1.2144
r 10000 1.2144,Q,0,1.2144
r 10000 1.2144,R,0,1.2144
r 10000 1.2145,H,1,1.2145
r 10000 1.2145,M,0,1.2145
r 10000 1.2145,Q,0,1.2145
r 10000 1.2145,R,0,1.2145
r 10000 1.2146,H,0,1.2146
r 10000 1.2146,M,1,1.2146
r 10000 1.2146,Q,0,1.2146
r 10000 1.2146,R,0,1.2146
r 10000 1.2147,H,1,1.2147
r 10000 1.2147,M,0,1.2147
r 10000 1.2147,Q,0,1.2147
r 10000 1.2147,R,0,1.2147
r 10000 1.2148,H,1,1.2148
r 10000 1.2148,M,0,1.2148
r 10000 1.2148,Q,0,1.2148
r 10000 1.2148,R,0,1.2148
r 10000 1.2149,H,0,1.2149
r 10000 1.2149,M,1,1.2149
r 10000 1.2149,Q,0,1.2149
r 10000 1.2149,R,0,1.2149
r 10000 1.2150,H,1,1.2150
r 10000 1.2150,M,0,1.2150
r 10000 1.2150,Q,0,1.2150
r 10000 1.2150,R,0,1.2150
r 10000 1.2151,H,0,1.2151
r 10000 1.2151,M,1,1.2151
r 10000 1.2151,Q,0,1.2151
r 10000 1.2151,R,0,1.2151
r 10000 1.2152,H,1,1.2152
r 10000 1.2152,M,0,1.2152
r 10000 1.2152,Q,0,1.2152
r 10000 1.2152,R,0,1.2152
r 10000 1.2153,H,0,1.2153
r 10000 1.2153,M,1,1.2153
r 10000 1.2153,Q,0,1.2153
r 10000 1.2153,R,0,1.2153
r 10000 1.2154,H,1,1.2154
r 10000 1.2154,M,0,1.2154
r 10000 1.2154,Q,0,1.2154
r 10000 1.2154,R,0,1.2154
r 10000 1.2155,H,0,1.2155
r 10000 1.2155,M,1,1.2155
r 10000 1.2155,Q,0,1.2155
r 10000 1.2155,R,0,1.2155
r 10000 1.2156,H,1,1.2156
r 10000 1.2156,M,0,1.2156
r 10000 1.2156,Q,0,1.2156
r 10000 1.2156,R,0,1.2156
r 10000 1.2157,H,0,1.2157
r 10000 1.2157,M,1,1.2157
r 10000 1.2157,Q,0,1.2157
r 10000 1.2157,R,0,1.2157
r 10000 1.2158,H,1,1.2158
r 10000 1.2158,M,0,1.2158
r 10000 1.2158,Q,0,1.2158
r 10000 1.2158,R,0,1.2158
r 10000 1.2159,H,0,1.2159
r 10000 1.2159,M,1,1.2159
r 10000 1.2159,Q,0,1.2159
r 10000 1.2159,R,0,1.2159
r 10000 1.2160,H,1,1.2160
r 10000 1.2160,M,0,1.2160
r 10000 1.2160,Q,0,1.2160
r 10000 1.2160,R,0,1.2160
r 10000 1.2161,H,0,1.2161
r 10000 1.2161,M,1,1.2161
r 10000 1.2161,Q,0,1.2161
r 10000 1.2161,R,0,1.2161
r 10000 1.2162,H,1,1.2162
r 10000 1.2162,M,0,1.2162
r 10000 1.2162,Q,0,1.2162
r 10000 1.2162,R,0,1.2162
r 10000 1.2163,H,0,1.2163
r 10000 1.2163,M,1,1.2163
r 10000 1.2163,Q,0,1.2163
r 10000 1.2163,R,0,1.2163
r 10000 1.2164,H,1,1.2164
r 10000 1.2164,M,0,1.2164
r 10000 1.2164,Q,0,1.2164
r 10000 1.2164,R,0,1.2164
r 10000 1.2165,H,0,1.2165
r 10000 1.2165,M,1,1.2165
r 10000 1.2165,Q,0,1.2165
r 10000 1.2165,R,0,1.2165
r 10000 1.2166,H,1,1.2166
r 10000 1.2166,M,0,1.2166
r 10000 1.2166,Q,0,1.2166
r 10000 1.2166,R,0,1.2166
r 10000 1.2167,H,0,1.2167
r 10000 1.2167,M,1,1.2167
r 10000 1.2167,Q,0,1.2167
r 10000 1.2167,R,0,1.2167
r 10000 1.2168,H,1,1.2168
r 10000 1.2168,M,0,1.2168
r 10000 1.2168,Q,0,1.2168
r 10000 1.2168,R,0,1.2168
r 10000 1.2169,H,0,1.2169
r 10000 1.2169,M,1,1.2169
r 10000 1.2169,Q,0,1.2169
r 10000 1.2169,R,0,1.2169
r 10000 1.2170,H,1,1.2170
r 10000 1.2170,M,0,1.2170
r 10000 1.2170,Q,0,1.2170
r 10000 1.2170,R,0,1.2170
r 10000 1.2171,H,0,1.2171
r 10000 1.2171,M,1,1.2171
r 10000 1.2171,Q,0,1.2171
r 10000 1.2171,R,0,1.2171
r 10000 1.2172,H,1,1.2172
r 10000 1.2172,M,0,1.2172
r 10000 1.2172,Q,0,1.2172
r 10000 1.2172,R,0,1.2172
r 10000 1.2173,H,0,1.2173
r 10000 1.2173,M,1,1.2173
r 10000 1.2173,Q,0,1.2173
r 10000 1.2173,R,0,1.2173
r 10000 1.2174,H,1,1.2174
r 10000 1.2174,M,0,1.2174
r 10000 1.2174,Q,0,1.2174
r 10000 1.2174,R,0,1.2174
r 10000 1.2175,H,0,1.2175
r 10000 1.2175,M,1,1.2175
r 10000 1.2175,Q,0,1.2175
r 10000 1.2175,R,0,1.2175
r 10000 1.2176,H,1,1.2176
r 10000 1.2176,M,0,1.2176
r 10000 1.2176,Q,0,1.2176
r 10000 1.2176,R,0,1.2176
r 10000 1.2177,H,0,1.2177
r 10000 1.2177,M,1,1.2177
r 10000 1.2177,Q,0,1.2177
r 10000 1.2177,R,0,1.2177
r 10000 1.2178,H,1,1.2178
r 10000 1.2178,M,0,1.2178
r 10000 1.2178,Q,0,1.2178
r 10000 1.2178,R,0,1.2178
r 10000 1.2179,H,0,1.2179
r 10000 1.2179,M,1,1.2179
r 10000 1.2179,Q,0,1.2179
r 10000 1.2179,R,0,1.2179
r 10000 1.2180,H,1,1.2180
r 10000 1.2180,M,0,1.2180
r 10000 1.2180,Q,0,1.2180
r 10000 1.2180,R,0,1.2180
r 10000 1.2181,H,0,1.2181
r 10000 1.2181,M,1,1.2181
r 10000 1.2181,Q,0,1.2181
r 10000 1.2181,R,0,1.2181
r 10000 1.2182,H,1,1.2182
r 10000 1.2182,M,0,1.2182
r 10000 1.2182,Q,0,1.2182
r 10000 1.2182,R,0,1.2182
r 10000 1.2183,H,0,1.2183
r 10000 1.2183,M,1,1.2183
r 10000 1.2183,Q,0,1.2183
r 10000 1.2183,R,0,1.2183
r 10000 1.2184,H,1,1.2184
r 10000 1.2184,M,0,1.2184
r 10000 1.2184,Q,0,1.2184
r 10000 1.2184,R,0,1.2184
r 10000 1.2185,H,0,1.2185
r 10000 1.2185,M,1,1.2185
r 10000 1.2185,Q,0,1.2185
r 10000 1.2185,R,0,1.2185
r 10000 1.2186,H,1,1.2186
r 10000 1.2186,M,0,1.2186
r 10000 1.2186,Q,0,1.2186
r 10000 1.2186,R,0,1.2186
r 10000 1.2187,H,0,1.2187
r 10000 1.2187,M,1,1.2187
r 10000 1.2187,Q,0,1.2187
r 10000 1.2187,R,0,1.2187
r 10000 1.2188,H,1,1.2188
r 10000 1.2188,M,0,1.2188
r 10000 1.2188,Q,0,1.2188
r 10000 1.2188,R,0,1.2188
r 10000 1.2189,H,0,1.2189
r 10000 1.2189,M,1,1.2189
r 10000 1.2189,Q,0,1.2189
r 10000 1.2189,R,0,1.2189
r 10000 1.2190,H,1,1.2190
r 10000 1.2190,M,0,1.2190
r 10000 1.2190,Q,0,1.2190
r 10000 1.2190,R,0,1.2190
r 10000 1.2191,H,0,1.2191
r 10000 1.2191,M,0,1.2191
r 10000 1.2191,Q,1,1.2191
r 10000 1.2191,R,0,1.2191
r 10000 1.2192,H,1,1.2192
r 10000 1.2192,M,0,1.2192
r 10000 1.2192,Q,0,1.2192
r 10000 1.2192,R,0,1.2192
r 10000 1.2193,H,0,1.2193
r 10000 1.2193,M,0,1.2193
r 10000 1.2193,Q,1,1.2193
r 10000 1.2193,R,0,1.2193
r 10000 1.2194,H,1,1.2194
r 10000 1.2194,M,0,1.2194
r 10000 1.2194,Q,0,1.2194
r 10000 1.2194,R,0,1.2194
r 10000 1.2195,H,0,1.2195
r 10000 1.2195,M,0,1.2195
r 10000 1.2195,Q,0,1.2195
r 10000 1.2195,R,1,1.2195
r 10000 1.2196,H,1,1.2196
r 10000 1.2196,M,0,1.2196
r 10000 1.2196,Q,0,1.2196
r 10000 1.2196,R,0,1.2196
r 10000 1.2197,H,0,1.2197
r 10000 1.2197,M,0,1.2197
r 10000 1.2197,Q,0,1.2197
r 10000 1.2197,R,1,1.2197
r 10000 1.2198,H,1,1.2198
r 10000 1.2198,M,0,1.2198
r 10000 1.2198,Q,0,1.2198
r 10000 1.2198,R,0,1.2198
r 10000 1.2199,H,1,1.2199
r 10000 1.2199,M,0,1.2199
r 10000 1.2199,Q,0,1.2199
r 10000 1.2199,R,0,1.2199
r 10000 1.2200,H,0,1.2200
r 10000 1.2200,M,1,1.2200
r 10000 1.2200,Q,0,1.2200
r 10000 1.2200,R,0,1.2200
r 10000 1.2201,H,0,1.2201
r 10000 1.2201,M,0,1.2201
r 10000 1.2201,Q,1,1.2201
r 10000 1.2201,R,0,1.2201
r 10000 1.2202,H,1,1.2202
r 10000 1.2202,M,0,1.2202
r 10000 1.2202,Q,0,1.2202
r 10000 1.2202,R,0,1.2202
r 10000 1.2203,H,0,1.2203
r 10000 1.2203,M,0,1.2203
r 10000 1.2203,Q,1,1.2203
r 10000 1.2203,R,0,1.2203
r 10000 1.2204,H,1,1.2204
r 10000 1.2204,M,0,1.2204
r 10000 1.2204,Q,0,1.2204
r 10000 1.2204,R,0,1.2204
r 10000 1.2205,H,0,1.2205
r 10000 1.2205,M,0,1.2205
r 10000 1.2205,Q,1,1.2205
r 10000 1.2205,R,0,1.2205
r 10000 1.2206,H,1,1.2206
r 10000 1.2206,M,0,1.2206
r 10000 1.2206,Q,0,1.2206
r 10000 1.2206,R,0,1.2206
r 10000 1.2207,H,0,1.2207
r 10000 1.2207,M,0,1.2207
r 10000 1.2207,Q,0,1.2207
r 10000 1.2207,R,1,1.2207
r 10000 1.2208,H,1,1.2208
r 10000 1.2208,M,0,1.2208
r 10000 1.2208,Q,0,1.2208
r 10000 1.2208,R,0,1.2208
r 10000 1.2209,H,0,1.2209
r 10000 1.2209,M,0,1.2209
r 10000 1.2209,Q,1,1.2209
r 10000 1.2209,R,0,1.2209
r 10000 1.2210,H,1,1.2210
r 10000 1.2210,M,0,1.2210
r 10000 1.2210,Q,0,1.2210
r 10000 1.2210,R,0,1.2210
r 10000 1.2211,H,0,1.2211
r 10000 1.2211,M,0,1.2211
r 10000 1.2211,Q,0,1.2211
r 10000 1.2211,R,1,1.2211
r 10000 1.2212,H,1,1.2212
r 10000 1.2212,M,0,1.2212
r 10000 1.2212,Q,0,1.2212
r 10000 1.2212,R,0,1.2212
r 10000 1.2213,H,1,1.2213
r 10000 1.2213,M,0,1.2213
r 10000 1.2213,Q,0,1.2213
r 10000 1.2213,R,0,1.2213
r 10000 1.2214,H,0,1.2214
r 10000 1.2214,M,1,1.2214
r 10000 1.2214,Q,0,1.2214
r 10000 1.2214,R,0,1.2214
r 10000 1.2215,H,1,1.2215
r 10000 1.2215,M,0,1.2215
r 10000 1.2215,Q,0,1.2215
r 10000 1.2215,R,0,1.2215
r 10000 1.2216,H,0,1.2216
r 10000 1.2216,M,1,1.2216
r 10000 1.2216,Q,0,1.2216
r 10000 1.2216,R,0,1.2216
r 10000 1.2217,H,1,1.2217
r 10000 1.2217,M,0,1.2217
r 10000 1.2217,Q,0,1.2217
r 10000 1.2217,R,0,1.2217
r 10000 1.2218,H,0,1.2218
r 10000 1.2218,M,0,1.2218
r 10000 1.2218,Q,1,1.2218
r 10000 1.2218,R,0,1.2218
r 10000 1.2219,H,1,1.2219
r 10000 1.2219,M,0,1.2219
r 10000 1.2219,Q,0,1.2219
r 10000 1.2219,R,0,1.2219
r 10000 1.2220,H,0,1.2220
r 10000 1.2220,M,0,1.2220
r 10000 1.2220,Q,0,1.2220
r 10000 1.2220,R,0,1.2220
r 10000 1.2221,H,0,1.2221
r 10000 1.2221,M,1,1.2221
r 10000 1.2221,Q,0,1.2221
r 10000 1.2221,R,0,1.2221
r 10000 1.2222,H,1,1.2222
r 10000 1.2222,M,0,1.2222
r 10000 1.2222,Q,0,1.2222
r 10000 1.2222,R,0,1.2222
r 10000 1.2223,H,0,1.2223
r 10000 1.2223,M,1,1.2223
r 10000 1.2223,Q,0,1.2223
r 10000 1.2223,R,0,1.2223
r 10000 1.2224,H,1,1.2224
r 10000 1.2224,M,0,1.2224
r 10000 1.2224,Q,0,1.2224
r 10000 1.2224,R,0,1.2224
r 10000 1.2225,H,0,1.2225
r 10000 1.2225,M,1,1.2225
r 10000 1.2225,Q,0,1.2225
r 10000 1.2225,R,0,1.2225
r 10000 1.2226,H,1,1.2226
r 10000 1.2226,M,0,1.2226
r 10000 1.2226,Q,0,1.2226
r 10000 1.2226,R,0,1.2226
r 10000 1.2227,H,0,1.2227
r 10000 1.2227,M,1,1.2227
r 10000 1.2227,Q,0,1.2227
r 10000 1.2227,R,0,1.2227
r 10000 1.2228,H,1,1.2228
r 10000 1.2228,M,0,1.2228
r 10000 1.2228,Q,0,1.2228
r 10000 1.2228,R,0,1.2228
r 10000 1.2229,H,0,1.2229
r 10000 1.2229,M,1,1.2229
r 10000 1.2229,Q,0,1.2229
r 10000 1.2229,R,0,1.2229
r 10000 1.2230,H,1,1.2230
r 10000 1.2230,M,0,1.2230
r 10000 1.2230,Q,0,1.2230
r 10000 1.2230,R,0,1.2230
r 10000 1.2231,H,0,1.2231
r 10000 1.2231,M,1,1.2231
r 10000 1.2231,Q,0,1.2231
r 10000 1.2231,R,0,1.2231
r 10000 1.2232,H,1,1.2232
r 10000 1.2232,M,0,1.2232
r 10000 1.2232,Q,0,1.2232
r 10000 1.2232,R,0,1.2232
r 10000 1.2233,H,0,1.2233
r 10000 1.2233,M,0,1.2233
r 10000 1.2233,Q,1,1.2233
r 10000 1.2233,R,0,1.2233
r 10000 1.2234,H,1,1.2234
r 10000 1.2234,M,0,1.2234
r 10000 1.2234,Q,0,1.2234
r 10000 1.2234,R,0,1.2234
r 10000 1.2235,H,0,1.2235
r 10000 1.2235,M,0,1.2235
r 10000 1.2235,Q,0,1.2235
r 10000 1.2235,R,0,1.2235
r 10000 1.2236,H,0,1.2236
r 10000 1.2236,M,1,1.2236
r 10000 1.2236,Q,0,1.2236
r 10000 1.2236,R,0,1.2236
r 10000 1.2237,H,1,1.2237
r 10000 1.2237,M,0,1.2237
r 10000 1.2237,Q,0,1.2237
r 10000 1.2237,R,0,1.2237
r 10000 1.2238,H,0,1.2238
r 10000 1.2238,M,1,1.2238
r 10000 1.2238,Q,0,1.2238
r 10000 1.2238,R,0,1.2238
r 10000 1.2239,H,1,1.2239
r 10000 1.2239,M,0,1.2239
r 10000 1.2239,Q,0,1.2239
r 10000 1.2239,R,0,1.2239
r 10000 1.2240,H,0,1.2240
r 10000 1.2240,M,1,1.2240
r 10000 1.2240,Q,0,1.2240
r 10000 1.2240,R,0,1.2240
r 10000 1.2241,H,1,1.2241
r 10000 1.2241,M,0,1.2241
r 10000 1.2241,Q,0,1.2241
r 10000 1.2241,R,0,1.2241
r 10000 1.2242,H,0,1.2242
r 10000 1.2242,M,1,1.2242
r 10000 1.2242,Q,0,1.2242
r 10000 1.2242,R,0,1.2242
r 10000 1.2243,H,1,1.2243
r 10000 1.2243,M,0,1.2243
r 10000 1.2243,Q,0,1.2243
r 10000 1.2243,R,0,1.2243
r 10000 1.2244,H,0,1.2244
r 10000 1.2244,M,0,1.2244
r 10000 1.2244,Q,1,1.2244
r 10000 1.2244,R,0,1.2244
r 10000 1.2245,H,1,1.2245
r 10000 1.2245,M,0,1.2245
r 10000 1.2245,Q,0,1.2245
r 10000 1.2245,R,0,1.2245
r 10000 1.2246,H,0,1.2246
r 10000 1.2246,M,0,1.2246
r 10000 1.2246,Q,0,1.2246
r 10000 1.2246,R,0,1.2246
r 10000 1.2247,H,0,1.2247
r 10000 1.2247,M,1,1.2247
r 10000 1.2247,Q,0,1.2247
r 10000 1.2247,R,0,1.2247
r 10000 1.2248,H,1,1.2248
r 10000 1.2248,M,0,1.2248
r 10000 1.2248,Q,0,1.2248
r 10000 1.2248,R,0,1.2248
r 10000 1.2249,H,0,1.2249
r 10000 1.2249,M,1,1.2249
r 10000 1.2249,Q,0,1.2249
r 10000 1.2249,R,0,1.2249
r 10000 1.2250,H,1,1.2250
r 10000 1.2250,M,0,1.2250
r 10000 1.2250,Q,0,1.2250
r 10000 1.2250,R,0,1.2250
r 10000 1.2251,H,0,1.2251
r 10000 1.2251,M,1,1.2251
r 10000 1.2251,Q,0,1.2251
r 10000 1.2251,R,0,1.2251
r 10000 1.2252,H,1,1.2252
r 10000 1.2252,M,0,1.2252
r 10000 1.2252,Q,0,1.2252
r 10000 1.2252,R,0,1.2252
r 10000 1.2253,H,0,1.2253
r 10000 1.2253,M,1,1.2253
r 10000 1.2253,Q,0,1.2253
r 10000 1.2253,R,0,1.2253
r 10000 1.2254,H,1,1.2254
r 10000 1.2254,M,0,1.2254
r 10000 1.2254,Q,0,1.2254
r 10000 1.2254,R,0,1.2254
r 10000 1.2255,H,0,1.2255
r 10000 1.2255,M,1,1.2255
r 10000 1.2255,Q,0,1.2255
r 10000 1.2255,R,0,1.2255
r 10000 1.2256,H,1,1.2256
r 10000 1.2256,M,0,1.2256
r 10000 1.2256,Q,0,1.2256
r 10000 1.2256,R,0,1.2256
r 10000 1.2257,H,0,1.2257
r 10000 1.2257,M,1,1.2257
r 10000 1.2257,Q,0,1.2257
r 10000 1.2257,R,0,1.2257
r 10000 1.2258,H,1,1.2258
r 10000 1.2258,M,0,1.2258
r 10000 1.2258,Q,0,1.2258
r 10000 1.2258,R,0,1.2258
r 10000 1.2259,H,0,1.2259
r 10000 1.2259,M,0,1.2259
r 10000 1.2259,Q,1,1.2259
r 10000 1.2259,R,0,1.2259
r 10000 1.2260,H,1,1.2260
r 10000 1.2260,M,0,1.2260
r 10000 1.2260,Q,0,1.2260
r 10000 1.2260,R,0,1.2260
r 10000 1.2261,H,0,1.2261
r 10000 1.2261,M,0,1.2261
r 10000 1.2261,Q,0,1.2261
r 10000 1.2261,R,1,1.2261
r 10000 1.2262,H,1,1.2262
r 10000 1.2262,M,0,1.2262
r 10000 1.2262,Q,0,1.2262
r 10000 1.2262,R,0,1.2262
r 10000 1.2263,H,1,1.2263
r 10000 1.2263,M,0,1.2263
r 10000 1.2263,Q,0,1.2263
r 10000 1.2263,R,0,1.2263
r 10000 1.2264,H,0,1.2264
r 10000 1.2264,M,1,1.2264
r 10000 1.2264,Q,0,1.2264
r 10000 1.2264,R,0,1.2264
r 10000 1.2265,H,1,1.2265
r 10000 1.2265,M,0,1.2265
r 10000 1.2265,Q,0,1.2265
r 10000 1.2265,R,0,1.2265
r 10000 1.2266,H,0,1.2266
r 10000 1.2266,M,1,1.2266
r 10000 1.2266,Q,0,1.2266
r 10000 1.2266,R,0,1.2266
r 10000 1.2267,H,1,1.2267
r 10000 1.2267,M,0,1.2267
r 10000 1.2267,Q,0,1.2267
r 10000 1.2267,R,0,1.2267
r 10000 1.2268,H,0,1.2268
r 10000 1.2268,M,1,1.2268
r 10000 1.2268,Q,0,1.2268
r 10000 1.2268,R,0,1.2268
r 10000 1.2269,H,1,1.2269
r 10000 1.2269,M,0,1.2269
r 10000 1.2269,Q,0,1.2269
r 10000 1.2269,R,0,1.2269
r 10000 1.2270,H,0,1.2270
r 10000 1.2270,M,1,1.2270
r 10000 1.2270,Q,0,1.2270
r 10000 1.2270,R,0,1.2270
r 10000 1.2271,H,1,1.2271
r 10000 1.2271,M,0,1.2271
r 10000 1.2271,Q,0,1.2271
r 10000 1.2271,R,0,1.2271
r 10000 1.2272,H,0,1.2272
r 10000 1.2272,M,1,1.2272
r 10000 1.2272,Q,0,1.2272
r 10000 1.2272,R,0,1.2272
r 10000 1.2273,H,1,1.2273
r 10000 1.2273,M,0,1.2273
r 10000 1.2273,Q,0,1.2273
r 10000 1.2273,R,0,1.2273
r 10000 1.2274,H,0,1.2274
r 10000 1.2274,M,1,1.2274
r 10000 1.2274,Q,0,1.2274
r 10000 1.2274,R,0,1.2274
r 10000 1.2275,H,1,1.2275
r 10000 1.2275,M,0,1.2275
r 10000 1.2275,Q,0,1.2275
r 10000 1.2275,R,0,1.2275
r 10000 1.2276,H,0,1.2276
r 10000 1.2276,M,0,1.2276
r 10000 1.2276,Q,1,1.2276
r 10000 1.2276,R,0,1.2276
r 10000 1.2277,H,1,1.2277
r 10000 1.2277,M,0,1.2277
r 10000 1.2277,Q,0,1.2277
r 10000 1.2277,R,0,1.2277
r 10000 1.2278,H,0,1.2278
r 10000 1.2278,M,0,1.2278
r 10000 1.2278,Q,1,1.2278
r 10000 1.2278,R,0,1.2278
r 10000 1.2279,H,1,1.2279
r 10000 1.2279,M,0,1.2279
r 10000 1.2279,Q,0,1.2279
r 10000 1.2279,R,0,1.2279
r 10000 1.2280,H,0,1.2280
r 10000 1.2280,M,0,1.2280
r 10000 1.2280,Q,0,1.2280
r 10000 1.2280,R,1,1.2280
r 10000 1.2281,H,1,1.2281
r 10000 1.2281,M,0,1.2281
r 10000 1.2281,Q,0,1.2281
r 10000 1.2281,R,0,1.2281
r 10000 1.2282,H,1,1.2282
r 10000 1.2282,M,0,1.2282
r 10000 1.2282,Q,0,1.2282
r 10000 1.2282,R,0,1.2282
r 10000 1.2283,H,0,1.2283
r 10000 1.2283,M,1,1.2283
r 10000 1.2283,Q,0,1.2283
r 10000 1.2283,R,0,1.2283
r 10000 1.2284,H,0,1.2284
r 10000 1.2284,M,0,1.2284
r 10000 1.2284,Q,1,1.2284
r 10000 1.2284,R,0,1.2284
r 10000 1.2285,H,1,1.2285
r 10000 1.2285,M,0,1.2285
r 10000 1.2285,Q,0,1.2285
r 10000 1.2285,R,0,1.2285
r 10000 1.2286,H,0,1.2286
r 10000 1.2286,M,0,1.2286
r 10000 1.2286,Q,0,1.2286
r 10000 1.2286,R,1,1.2286
r 10000 1.2287,H,1,1.2287
r 10000 1.2287,M,0,1.2287
r 10000 1.2287,Q,0,1.2287
r 10000 1.2287,R,0,1.2287
r 10000 1.2288,H,0,1.2288
r 10000 1.2288,M,0,1.2288
r 10000 1.2288,Q,0,1.2288
r 10000 1.2288,R,0,1.2288
r 10000 1.2289,H,1,1.2289
r 10000 1.2289,M,0,1.2289
r 10000 1.2289,Q,0,1.2289
r 10000 1.2289,R,0,1.2289
r 10000 1.2290,H,1,1.2290
r 10000 1.2290,M,0,1.2290
r 10000 1.2290,Q,0,1.2290
r 10000 1.2290,R,0,1.2290
r 10000 1.2291,H,0,1.2291
r 10000 1.2291,M,1,1.2291
r 10000 1.2291,Q,0,1.2291
r 10000 1.2291,R,0,1.2291
r 10000 1.2292,H,1,1.2292
r 10000 1.2292,M,0,1.2292
r 10000 1.2292,Q,0,1.2292
r 10000 1.2292,R,0,1.2292
r 10000 1.2293,H,0,1.2293
r 10000 1.2293,M,1,1.2293
r 10000 1.2293,Q,0,1.2293
r 10000 1.2293,R,0,1.2293
r 10000 1.2294,H,0,1.2294
r 10000 1.2294,M,0,1.2294
r 10000 1.2294,Q,0,1.2294
r 10000 1.2294,R,1,1.2294
r 10000 1.2295,H,1,1.2295
r 10000 1.2295,M,0,1.2295
r 10000 1.2295,Q,0,1.2295
r 10000 1.2295,R,0,1.2295
r 10000 1.2296,H,0,1.2296
r 10000 1.2296,M,0,1.2296
r 10000 1.2296,Q,0,1.2296
r 10000 1.2296,R,1,1.2296
r 10000 1.2297,H,1,1.2297
r 10000 1.2297,M,0,1.2297
r 10000 1.2297,Q,0,1.2297
r 10000 1.2297,R,0,1.2297
r 10000 1.2298,H,0,1.2298
r 10000 1.2298,M,0,1.2298
r 10000 1.2298,Q,1,1.2298
r 10000 1.2298,R,0,1.2298
r 10000 1.2299,H,1,1.2299
r 10000 1.2299,M,0,1.2299
r 10000 1.2299,Q,0,1.2299
r 10000 1.2299,R,0,1.2299
r 10000 1.2300,H,0,1.2300
r 10000 1.2300,M,0,1.2300
r 10000 1.2300,Q,1,1.2300
r 10000 1.2300,R,0,1.2300
r 10000 1.2301,H,1,1.2301
r 10000 1.2301,M,0,1.2301
r 10000 1.2301,Q,0,1.2301
r 10000 1.2301,R,0,1.2301
r 10000 1.2302,H,0,1.2302
r 10000 1.2302,M,0,1.2302
r 10000 1.2302,Q,1,1.2302
r 10000 1.2302,R,0,1.2302
r 10000 1.2303,H,1,1.2303
r 10000 1.2303,M,0,1.2303
r 10000 1.2303,Q,0,1.2303
r 10000 1.2303,R,0,1.2303
r 10000 1.2304,H,0,1.2304
r 10000 1.2304,M,0,1.2304
r 10000 1.2304,Q,0,1.2304
r 10000 1.2304,R,1,1.2304
r 10000 1.2305,H,1,1.2305
r 10000 1.2305,M,0,1.2305
r 10000 1.2305,Q,0,1.2305
r 10000 1.2305,R,0,1.2305
r 10000 1.2306,H,1,1.2306
r 10000 1.2306,M,0,1.2306
r 10000 1.2306,Q,0,1.2306
r 10000 1.2306,R,0,1.2306
r 10000 1.2307,H,0,1.2307
r 10000 1.2307,M,1,1.2307
r 10000 1.2307,Q,0,1.2307
r 10000 1.2307,R,0,1.2307
r 10000 1.2308,H,1,1.2308
r 10000 1.2308,M,0,1.2308
r 10000 1.2308,Q,0,1.2308
r 10000 1.2308,R,0,1.2308
r 10000 1.2309,H,0,1.2309
r 10000 1.2309,M,1,1.2309
r 10000 1.2309,Q,0,1.2309
r 10000 1.2309,R,0,1.2309
r 10000 1.2310,H,1,1.2310
r 10000 1.2310,M,0,1.2310
r 10000 1.2310,Q,0,1.2310
r 10000 1.2310,R,0,1.2310
r 10000 1.2311,H,0,1.2311
r 10000 1.2311,M,1,1.2311
r 10000 1.2311,Q,0,1.2311
r 10000 1.2311,R,0,1.2311
r 10000 1.2312,H,1,1.2312
r 10000 1.2312,M,0,1.2312
r 10000 1.2312,Q,0,1.2312
r 10000 1.2312,R,0,1.2312
r 10000 1.2313,H,0,1.2313
r 10000 1.2313,M,1,1.2313
r 10000 1.2313,Q,0,1.2313
r 10000 1.2313,R,0,1.2313
r 10000 1.2314,H,1,1.2314
r 10000 1.2314,M,0,1.2314
r 10000 1.2314,Q,0,1.2314
r 10000 1.2314,R,0,1.2314
r 10000 1.2315,H,0,1.2315
r 10000 1.2315,M,0,1.2315
r 10000 1.2315,Q,1,1.2315
r 10000 1.2315,R,0,1.2315
r 10000 1.2316,H,1,1.2316
