Algorithm,swapRate,SortedRatio,ExecutionTime
I,0.001484,0.997044,1690
H,0.001484,0.997044,50
M,0.001484,0.997044,28
Q,0.001484,0.997044,101
R,0.001484,0.997044,22
I,0.001485,0.997041,1645
H,0.001485,0.997041,50
M,0.001485,0.997041,28
Q,0.001485,0.997041,101
R,0.001485,0.997041,21
I,0.001486,0.997044,1718
H,0.001486,0.997044,51
M,0.001486,0.997044,28
Q,0.001486,0.997044,100
R,0.001486,0.997044,22
I,0.001487,0.997033,1720
H,0.001487,0.997033,51
M,0.001487,0.997033,27
Q,0.001487,0.997033,86
R,0.001487,0.997033,22
I,0.001488,0.997029,1703
H,0.001488,0.997029,50
M,0.001488,0.997029,28
Q,0.001488,0.997029,86
R,0.001488,0.997029,21
I,0.001489,0.997032,1680
H,0.001489,0.997032,54
M,0.001489,0.997032,28
Q,0.001489,0.997032,88
R,0.001489,0.997032,21
I,0.001490,0.997029,1677
H,0.001490,0.997029,50
M,0.001490,0.997029,27
Q,0.001490,0.997029,87
R,0.001490,0.997029,22
I,0.001491,0.997024,1707
H,0.001491,0.997024,50
M,0.001491,0.997024,28
Q,0.001491,0.997024,107
R,0.001491,0.997024,21
I,0.001492,0.997028,1656
H,0.001492,0.997028,51
M,0.001492,0.997028,28
Q,0.001492,0.997028,88
R,0.001492,0.997028,22
I,0.001493,0.997030,1724
H,0.001493,0.997030,50
M,0.001493,0.997030,28
Q,0.001493,0.997030,90
R,0.001493,0.997030,23
I,0.001494,0.997021,1766
H,0.001494,0.997021,50
M,0.001494,0.997021,28
Q,0.001494,0.997021,94
R,0.001494,0.997021,22
I,0.001495,0.997023,1711
H,0.001495,0.997023,52
M,0.001495,0.997023,28
Q,0.001495,0.997023,93
R,0.001495,0.997023,22
I,0.001496,0.997018,1696
H,0.001496,0.997018,50
M,0.001496,0.997018,27
Q,0.001496,0.997018,92
R,0.001496,0.997018,22
I,0.001497,0.997018,1724
H,0.001497,0.997018,50
M,0.001497,0.997018,28
Q,0.001497,0.997018,96
R,0.001497,0.997018,21
I,0.001498,0.997014,1731
H,0.001498,0.997014,51
M,0.001498,0.997014,28
Q,0.001498,0.997014,91
R,0.001498,0.997014,22
I,0.001499,0.997010,1690
H,0.001499,0.997010,50
M,0.001499,0.997010,28
Q,0.001499,0.997010,102
R,0.001499,0.997010,22
I,0.001500,0.997012,1682
H,0.001500,0.997012,51
M,0.001500,0.997012,27
Q,0.001500,0.997012,86
R,0.001500,0.997012,22
I,0.001501,0.997008,1678
H,0.001501,0.997008,51
M,0.001501,0.997008,27
Q,0.001501,0.997008,93
R,0.001501,0.997008,22
I,0.001502,0.997013,1729
H,0.001502,0.997013,50
M,0.001502,0.997013,28
Q,0.001502,0.997013,517
R,0.001502,0.997013,22
I,0.001503,0.997007,1703
H,0.001503,0.997007,50
M,0.001503,0.997007,28
Q,0.001503,0.997007,92
R,0.001503,0.997007,22
I,0.001504,0.997002,1658
H,0.001504,0.997002,51
M,0.001504,0.997002,28
Q,0.001504,0.997002,104
R,0.001504,0.997002,21
I,0.001505,0.997004,1660
H,0.001505,0.997004,50
M,0.001505,0.997004,28
Q,0.001505,0.997004,98
R,0.001505,0.997004,22
I,0.001506,0.996994,1701
H,0.001506,0.996994,50
M,0.001506,0.996994,28
Q,0.001506,0.996994,101
R,0.001506,0.996994,21
I,0.001507,0.996992,1760
H,0.001507,0.996992,55
M,0.001507,0.996992,28
Q,0.001507,0.996992,88
R,0.001507,0.996992,23
I,0.001508,0.996998,1708
H,0.001508,0.996998,50
M,0.001508,0.996998,28
Q,0.001508,0.996998,91
R,0.001508,0.996998,22
I,0.001509,0.996993,1684
H,0.001509,0.996993,50
M,0.001509,0.996993,28
Q,0.001509,0.996993,91
R,0.001509,0.996993,21
I,0.001510,0.996996,1675
H,0.001510,0.996996,51
M,0.001510,0.996996,27
Q,0.001510,0.996996,84
R,0.001510,0.996996,22
I,0.001511,0.996990,1687
H,0.001511,0.996990,50
M,0.001511,0.996990,30
Q,0.001511,0.996990,95
R,0.001511,0.996990,23
I,0.001512,0.996988,1746
H,0.001512,0.996988,50
M,0.001512,0.996988,28
Q,0.001512,0.996988,87
R,0.001512,0.996988,22
I,0.001513,0.996982,1708
H,0.001513,0.996982,51
M,0.001513,0.996982,29
Q,0.001513,0.996982,86
R,0.001513,0.996982,21
I,0.001514,0.996984,1744
H,0.001514,0.996984,50
M,0.001514,0.996984,28
Q,0.001514,0.996984,106
R,0.001514,0.996984,23
I,0.001515,0.996987,1683
H,0.001515,0.996987,52
M,0.001515,0.996987,28
Q,0.001515,0.996987,93
R,0.001515,0.996987,21
I,0.001516,0.996980,1749
H,0.001516,0.996980,51
M,0.001516,0.996980,27
Q,0.001516,0.996980,101
R,0.001516,0.996980,21
I,0.001517,0.996978,1690
H,0.001517,0.996978,50
M,0.001517,0.996978,27
Q,0.001517,0.996978,92
R,0.001517,0.996978,22
I,0.001518,0.996976,1740
H,0.001518,0.996976,50
M,0.001518,0.996976,27
Q,0.001518,0.996976,86
R,0.001518,0.996976,22
I,0.001519,0.996969,1722
H,0.001519,0.996969,51
M,0.001519,0.996969,28
Q,0.001519,0.996969,88
R,0.001519,0.996969,21
I,0.001520,0.996974,1713
H,0.001520,0.996974,50
M,0.001520,0.996974,27
Q,0.001520,0.996974,89
R,0.001520,0.996974,22
I,0.001521,0.996971,1748
H,0.001521,0.996971,50
M,0.001521,0.996971,28
Q,0.001521,0.996971,97
R,0.001521,0.996971,22
I,0.001522,0.996965,1717
H,0.001522,0.996965,54
M,0.001522,0.996965,28
Q,0.001522,0.996965,86
R,0.001522,0.996965,22
I,0.001523,0.996964,1782
H,0.001523,0.996964,50
M,0.001523,0.996964,28
Q,0.001523,0.996964,82
R,0.001523,0.996964,22
I,0.001524,0.996963,1740
H,0.001524,0.996963,50
M,0.001524,0.996963,28
Q,0.001524,0.996963,98
R,0.001524,0.996963,22
I,0.001525,0.996960,1739
H,0.001525,0.996960,52
M,0.001525,0.996960,29
Q,0.001525,0.996960,91
R,0.001525,0.996960,21
I,0.001526,0.996962,1694
H,0.001526,0.996962,51
M,0.001526,0.996962,27
Q,0.001526,0.996962,87
R,0.001526,0.996962,23
I,0.001527,0.996955,1695
H,0.001527,0.996955,50
M,0.001527,0.996955,28
Q,0.001527,0.996955,99
R,0.001527,0.996955,22
I,0.001528,0.996957,1694
H,0.001528,0.996957,51
M,0.001528,0.996957,27
Q,0.001528,0.996957,98
R,0.001528,0.996957,22
I,0.001529,0.996953,1732
H,0.001529,0.996953,50
M,0.001529,0.996953,28
Q,0.001529,0.996953,87
R,0.001529,0.996953,22
I,0.001530,0.996950,1712
H,0.001530,0.996950,50
M,0.001530,0.996950,28
Q,0.001530,0.996950,87
R,0.001530,0.996950,22
I,0.001531,0.996946,1739
H,0.001531,0.996946,52
M,0.001531,0.996946,28
Q,0.001531,0.996946,90
R,0.001531,0.996946,22
I,0.001532,0.996945,1800
H,0.001532,0.996945,50
M,0.001532,0.996945,27
Q,0.001532,0.996945,92
R,0.001532,0.996945,23
I,0.001533,0.996945,1742
H,0.001533,0.996945,50
M,0.001533,0.996945,28
Q,0.001533,0.996945,101
R,0.001533,0.996945,21
I,0.001534,0.996942,1702
H,0.001534,0.996942,52
M,0.001534,0.996942,28
Q,0.001534,0.996942,96
R,0.001534,0.996942,22
I,0.001535,0.996942,1682
H,0.001535,0.996942,50
M,0.001535,0.996942,28
Q,0.001535,0.996942,92
R,0.001535,0.996942,22
I,0.001536,0.996945,1751
H,0.001536,0.996945,51
M,0.001536,0.996945,28
Q,0.001536,0.996945,102
R,0.001536,0.996945,22
I,0.001537,0.996938,1780
H,0.001537,0.996938,51
M,0.001537,0.996938,28
Q,0.001537,0.996938,86
R,0.001537,0.996938,21
I,0.001538,0.996930,1719
H,0.001538,0.996930,50
M,0.001538,0.996930,28
Q,0.001538,0.996930,87
R,0.001538,0.996930,22
I,0.001539,0.996933,1739
H,0.001539,0.996933,50
M,0.001539,0.996933,27
Q,0.001539,0.996933,101
R,0.001539,0.996933,22
I,0.001540,0.996929,1693
H,0.001540,0.996929,51
M,0.001540,0.996929,28
Q,0.001540,0.996929,91
R,0.001540,0.996929,21
I,0.001541,0.996929,1767
H,0.001541,0.996929,50
M,0.001541,0.996929,28
Q,0.001541,0.996929,87
R,0.001541,0.996929,23
I,0.001542,0.996931,1690
H,0.001542,0.996931,50
M,0.001542,0.996931,28
Q,0.001542,0.996931,88
R,0.001542,0.996931,22
I,0.001543,0.996926,1716
H,0.001543,0.996926,52
M,0.001543,0.996926,27
Q,0.001543,0.996926,88
R,0.001543,0.996926,21
I,0.001544,0.996923,1712
H,0.001544,0.996923,51
M,0.001544,0.996923,28
Q,0.001544,0.996923,95
R,0.001544,0.996923,23
I,0.001545,0.996919,1792
H,0.001545,0.996919,50
M,0.001545,0.996919,27
Q,0.001545,0.996919,98
R,0.001545,0.996919,22
I,0.001546,0.996919,1754
H,0.001546,0.996919,51
M,0.001546,0.996919,27
Q,0.001546,0.996919,89
R,0.001546,0.996919,22
I,0.001547,0.996915,1745
H,0.001547,0.996915,50
M,0.001547,0.996915,28
Q,0.001547,0.996915,86
R,0.001547,0.996915,24
I,0.001548,0.996913,1754
H,0.001548,0.996913,50
M,0.001548,0.996913,27
Q,0.001548,0.996913,86
R,0.001548,0.996913,21
I,0.001549,0.996912,1744
H,0.001549,0.996912,52
M,0.001549,0.996912,28
Q,0.001549,0.996912,85
R,0.001549,0.996912,22
I,0.001550,0.996911,1735
H,0.001550,0.996911,50
M,0.001550,0.996911,28
Q,0.001550,0.996911,90
R,0.001550,0.996911,22
I,0.001551,0.996907,1795
H,0.001551,0.996907,51
M,0.001551,0.996907,28
Q,0.001551,0.996907,93
R,0.001551,0.996907,22
I,0.001552,0.996909,1823
H,0.001552,0.996909,51
M,0.001552,0.996909,28
Q,0.001552,0.996909,93
R,0.001552,0.996909,21
I,0.001553,0.996909,1792
H,0.001553,0.996909,50
M,0.001553,0.996909,28
Q,0.001553,0.996909,94
R,0.001553,0.996909,23
I,0.001554,0.996909,1791
H,0.001554,0.996909,50
M,0.001554,0.996909,28
Q,0.001554,0.996909,89
R,0.001554,0.996909,22
I,0.001555,0.996901,1745
H,0.001555,0.996901,52
M,0.001555,0.996901,27
Q,0.001555,0.996901,92
R,0.001555,0.996901,21
I,0.001556,0.996906,1768
H,0.001556,0.996906,51
M,0.001556,0.996906,27
Q,0.001556,0.996906,89
R,0.001556,0.996906,23
I,0.001557,0.996901,1760
H,0.001557,0.996901,50
M,0.001557,0.996901,27
Q,0.001557,0.996901,91
R,0.001557,0.996901,22
I,0.001558,0.996893,1797
H,0.001558,0.996893,52
M,0.001558,0.996893,27
Q,0.001558,0.996893,114
R,0.001558,0.996893,22
I,0.001559,0.996892,1745
H,0.001559,0.996892,51
M,0.001559,0.996892,28
Q,0.001559,0.996892,85
R,0.001559,0.996892,22
I,0.001560,0.996898,1760
H,0.001560,0.996898,51
M,0.001560,0.996898,27
Q,0.001560,0.996898,94
R,0.001560,0.996898,21
I,0.001561,0.996886,1761
H,0.001561,0.996886,51
M,0.001561,0.996886,28
Q,0.001561,0.996886,92
R,0.001561,0.996886,21
I,0.001562,0.996890,1772
H,0.001562,0.996890,51
M,0.001562,0.996890,27
Q,0.001562,0.996890,92
R,0.001562,0.996890,22
I,0.001563,0.996888,1784
H,0.001563,0.996888,50
M,0.001563,0.996888,28
Q,0.001563,0.996888,89
R,0.001563,0.996888,22
I,0.001564,0.996883,1797
H,0.001564,0.996883,51
M,0.001564,0.996883,28
Q,0.001564,0.996883,88
R,0.001564,0.996883,22
I,0.001565,0.996880,1774
H,0.001565,0.996880,50
M,0.001565,0.996880,27
Q,0.001565,0.996880,94
R,0.001565,0.996880,23
I,0.001566,0.996880,1800
H,0.001566,0.996880,50
M,0.001566,0.996880,28
Q,0.001566,0.996880,88
R,0.001566,0.996880,22
I,0.001567,0.996879,1748
H,0.001567,0.996879,51
M,0.001567,0.996879,27
Q,0.001567,0.996879,82
R,0.001567,0.996879,22
I,0.001568,0.996876,1782
H,0.001568,0.996876,50
M,0.001568,0.996876,28
Q,0.001568,0.996876,87
R,0.001568,0.996876,23
I,0.001569,0.996875,1773
H,0.001569,0.996875,51
M,0.001569,0.996875,28
Q,0.001569,0.996875,86
R,0.001569,0.996875,21
I,0.001570,0.996882,1709
H,0.001570,0.996882,51
M,0.001570,0.996882,28
Q,0.001570,0.996882,110
R,0.001570,0.996882,21
I,0.001571,0.996867,1769
H,0.001571,0.996867,51
M,0.001571,0.996867,28
Q,0.001571,0.996867,91
R,0.001571,0.996867,23
I,0.001572,0.996869,1799
H,0.001572,0.996869,50
M,0.001572,0.996869,27
Q,0.001572,0.996869,95
R,0.001572,0.996869,22
I,0.001573,0.996866,1814
H,0.001573,0.996866,51
M,0.001573,0.996866,28
Q,0.001573,0.996866,90
R,0.001573,0.996866,21
I,0.001574,0.996866,1778
H,0.001574,0.996866,50
M,0.001574,0.996866,28
Q,0.001574,0.996866,85
R,0.001574,0.996866,22
I,0.001575,0.996866,1789
H,0.001575,0.996866,50
M,0.001575,0.996866,28
Q,0.001575,0.996866,83
R,0.001575,0.996866,23
I,0.001576,0.996859,1783
H,0.001576,0.996859,52
M,0.001576,0.996859,28
Q,0.001576,0.996859,87
R,0.001576,0.996859,22
I,0.001577,0.996857,1772
H,0.001577,0.996857,50
M,0.001577,0.996857,28
Q,0.001577,0.996857,88
R,0.001577,0.996857,23
I,0.001578,0.996851,1789
H,0.001578,0.996851,50
M,0.001578,0.996851,27
Q,0.001578,0.996851,89
R,0.001578,0.996851,22
I,0.001579,0.996857,1709
H,0.001579,0.996857,52
M,0.001579,0.996857,28
Q,0.001579,0.996857,89
R,0.001579,0.996857,22
I,0.001580,0.996854,1739
H,0.001580,0.996854,51
M,0.001580,0.996854,28
Q,0.001580,0.996854,96
R,0.001580,0.996854,23
I,0.001581,0.996854,1779
H,0.001581,0.996854,50
M,0.001581,0.996854,28
Q,0.001581,0.996854,87
R,0.001581,0.996854,22
I,0.001582,0.996847,1822
H,0.001582,0.996847,51
M,0.001582,0.996847,28
Q,0.001582,0.996847,83
R,0.001582,0.996847,22
I,0.001583,0.996843,1801
H,0.001583,0.996843,50
M,0.001583,0.996843,27
Q,0.001583,0.996843,89
R,0.001583,0.996843,24
I,0.001584,0.996844,1811
H,0.001584,0.996844,50
M,0.001584,0.996844,28
Q,0.001584,0.996844,104
R,0.001584,0.996844,22
I,0.001585,0.996841,1752
H,0.001585,0.996841,51
M,0.001585,0.996841,27
Q,0.001585,0.996841,92
R,0.001585,0.996841,22
I,0.001586,0.996838,1790
H,0.001586,0.996838,51
M,0.001586,0.996838,28
Q,0.001586,0.996838,100
R,0.001586,0.996838,22
I,0.001587,0.996838,1846
H,0.001587,0.996838,51
M,0.001587,0.996838,27
Q,0.001587,0.996838,85
R,0.001587,0.996838,22
I,0.001588,0.996835,1803
H,0.001588,0.996835,51
M,0.001588,0.996835,28
Q,0.001588,0.996835,87
R,0.001588,0.996835,22
I,0.001589,0.996836,1853
H,0.001589,0.996836,51
M,0.001589,0.996836,28
Q,0.001589,0.996836,86
R,0.001589,0.996836,23
I,0.001590,0.996834,1791
H,0.001590,0.996834,50
M,0.001590,0.996834,28
Q,0.001590,0.996834,89
R,0.001590,0.996834,22
I,0.001591,0.996826,1844
H,0.001591,0.996826,51
M,0.001591,0.996826,28
Q,0.001591,0.996826,92
R,0.001591,0.996826,21
I,0.001592,0.996822,1794
H,0.001592,0.996822,50
M,0.001592,0.996822,27
Q,0.001592,0.996822,82
R,0.001592,0.996822,22
I,0.001593,0.996822,1823
H,0.001593,0.996822,50
M,0.001593,0.996822,28
Q,0.001593,0.996822,88
R,0.001593,0.996822,22
I,0.001594,0.996819,1781
H,0.001594,0.996819,52
M,0.001594,0.996819,27
Q,0.001594,0.996819,83
R,0.001594,0.996819,21
I,0.001595,0.996825,1795
H,0.001595,0.996825,50
M,0.001595,0.996825,28
Q,0.001595,0.996825,90
R,0.001595,0.996825,22
I,0.001596,0.996822,1792
H,0.001596,0.996822,50
M,0.001596,0.996822,28
Q,0.001596,0.996822,89
R,0.001596,0.996822,21
I,0.001597,0.996815,1874
H,0.001597,0.996815,51
M,0.001597,0.996815,29
Q,0.001597,0.996815,138
R,0.001597,0.996815,21
I,0.001598,0.996817,1777
H,0.001598,0.996817,50
M,0.001598,0.996817,27
Q,0.001598,0.996817,88
R,0.001598,0.996817,24
I,0.001599,0.996818,1806
H,0.001599,0.996818,50
M,0.001599,0.996818,27
Q,0.001599,0.996818,91
R,0.001599,0.996818,22
I,0.001600,0.996811,1804
H,0.001600,0.996811,51
M,0.001600,0.996811,28
Q,0.001600,0.996811,92
R,0.001600,0.996811,22
I,0.001601,0.996812,1850
H,0.001601,0.996812,50
M,0.001601,0.996812,28
Q,0.001601,0.996812,85
R,0.001601,0.996812,23
I,0.001602,0.996814,1854
H,0.001602,0.996814,50
M,0.001602,0.996814,27
Q,0.001602,0.996814,101
R,0.001602,0.996814,22
I,0.001603,0.996802,1825
H,0.001603,0.996802,51
M,0.001603,0.996802,28
Q,0.001603,0.996802,108
R,0.001603,0.996802,22
I,0.001604,0.996806,1795
H,0.001604,0.996806,50
M,0.001604,0.996806,28
Q,0.001604,0.996806,87
R,0.001604,0.996806,22
I,0.001605,0.996801,1867
H,0.001605,0.996801,51
M,0.001605,0.996801,28
Q,0.001605,0.996801,89
R,0.001605,0.996801,21
I,0.001606,0.996799,1842
H,0.001606,0.996799,52
M,0.001606,0.996799,28
Q,0.001606,0.996799,93
R,0.001606,0.996799,22
I,0.001607,0.996799,1830
H,0.001607,0.996799,51
M,0.001607,0.996799,28
Q,0.001607,0.996799,92
R,0.001607,0.996799,22
I,0.001608,0.996794,1761
H,0.001608,0.996794,50
M,0.001608,0.996794,28
Q,0.001608,0.996794,81
R,0.001608,0.996794,21
I,0.001609,0.996793,1826
H,0.001609,0.996793,52
M,0.001609,0.996793,27
Q,0.001609,0.996793,89
R,0.001609,0.996793,22
I,0.001610,0.996795,1814
H,0.001610,0.996795,50
M,0.001610,0.996795,28
Q,0.001610,0.996795,104
R,0.001610,0.996795,23
I,0.001611,0.996793,1828
H,0.001611,0.996793,50
M,0.001611,0.996793,27
Q,0.001611,0.996793,92
R,0.001611,0.996793,21
I,0.001612,0.996792,1809
H,0.001612,0.996792,51
M,0.001612,0.996792,27
Q,0.001612,0.996792,87
R,0.001612,0.996792,21
I,0.001613,0.996786,1797
H,0.001613,0.996786,50
M,0.001613,0.996786,28
Q,0.001613,0.996786,84
R,0.001613,0.996786,23
I,0.001614,0.996784,1832
H,0.001614,0.996784,50
M,0.001614,0.996784,29
Q,0.001614,0.996784,89
R,0.001614,0.996784,21
I,0.001615,0.996786,1805
H,0.001615,0.996786,52
M,0.001615,0.996786,28
Q,0.001615,0.996786,96
R,0.001615,0.996786,21
I,0.001616,0.996783,1825
H,0.001616,0.996783,50
M,0.001616,0.996783,28
Q,0.001616,0.996783,87
R,0.001616,0.996783,22
I,0.001617,0.996775,1809
H,0.001617,0.996775,50
M,0.001617,0.996775,28
Q,0.001617,0.996775,84
R,0.001617,0.996775,22
I,0.001618,0.996773,1845
H,0.001618,0.996773,54
M,0.001618,0.996773,28
Q,0.001618,0.996773,83
R,0.001618,0.996773,21
I,0.001619,0.996773,1860
H,0.001619,0.996773,50
M,0.001619,0.996773,28
Q,0.001619,0.996773,90
R,0.001619,0.996773,22
I,0.001620,0.996781,1868
H,0.001620,0.996781,50
M,0.001620,0.996781,28
Q,0.001620,0.996781,97
R,0.001620,0.996781,21
I,0.001621,0.996768,1855
H,0.001621,0.996768,52
M,0.001621,0.996768,29
Q,0.001621,0.996768,87
R,0.001621,0.996768,22
I,0.001622,0.996778,1845
H,0.001622,0.996778,50
M,0.001622,0.996778,28
Q,0.001622,0.996778,86
R,0.001622,0.996778,23
I,0.001623,0.996764,1821
H,0.001623,0.996764,50
M,0.001623,0.996764,28
Q,0.001623,0.996764,91
R,0.001623,0.996764,22
I,0.001624,0.996765,1828
H,0.001624,0.996765,53
M,0.001624,0.996765,28
Q,0.001624,0.996765,97
R,0.001624,0.996765,22
I,0.001625,0.996757,1855
H,0.001625,0.996757,50
M,0.001625,0.996757,27
Q,0.001625,0.996757,84
R,0.001625,0.996757,23
I,0.001626,0.996757,1818
H,0.001626,0.996757,50
M,0.001626,0.996757,27
Q,0.001626,0.996757,94
R,0.001626,0.996757,21
I,0.001627,0.996759,1849
H,0.001627,0.996759,52
M,0.001627,0.996759,27
Q,0.001627,0.996759,88
R,0.001627,0.996759,22
I,0.001628,0.996752,1878
H,0.001628,0.996752,51
M,0.001628,0.996752,28
Q,0.001628,0.996752,89
R,0.001628,0.996752,22
I,0.001629,0.996751,1841
H,0.001629,0.996751,50
M,0.001629,0.996751,28
Q,0.001629,0.996751,87
R,0.001629,0.996751,21
I,0.001630,0.996755,1855
H,0.001630,0.996755,51
M,0.001630,0.996755,28
Q,0.001630,0.996755,85
R,0.001630,0.996755,22
I,0.001631,0.996749,1834
H,0.001631,0.996749,50
M,0.001631,0.996749,29
Q,0.001631,0.996749,89
R,0.001631,0.996749,22
I,0.001632,0.996752,1864
H,0.001632,0.996752,50
M,0.001632,0.996752,27
Q,0.001632,0.996752,87
R,0.001632,0.996752,21
I,0.001633,0.996749,1900
H,0.001633,0.996749,51
M,0.001633,0.996749,27
Q,0.001633,0.996749,91
R,0.001633,0.996749,22
I,0.001634,0.996738,1896
H,0.001634,0.996738,50
M,0.001634,0.996738,29
Q,0.001634,0.996738,90
R,0.001634,0.996738,22
I,0.001635,0.996738,1876
H,0.001635,0.996738,50
M,0.001635,0.996738,28
Q,0.001635,0.996738,87
R,0.001635,0.996738,21
I,0.001636,0.996744,1863
H,0.001636,0.996744,51
M,0.001636,0.996744,28
Q,0.001636,0.996744,91
R,0.001636,0.996744,21
I,0.001637,0.996745,1907
H,0.001637,0.996745,50
M,0.001637,0.996745,28
Q,0.001637,0.996745,94
R,0.001637,0.996745,23
I,0.001638,0.996734,1858
H,0.001638,0.996734,51
M,0.001638,0.996734,28
Q,0.001638,0.996734,82
R,0.001638,0.996734,21
I,0.001639,0.996736,1809
H,0.001639,0.996736,51
M,0.001639,0.996736,28
Q,0.001639,0.996736,92
R,0.001639,0.996736,22
I,0.001640,0.996738,1877
H,0.001640,0.996738,50
M,0.001640,0.996738,28
Q,0.001640,0.996738,93
R,0.001640,0.996738,24
I,0.001641,0.996733,1863
H,0.001641,0.996733,50
M,0.001641,0.996733,27
Q,0.001641,0.996733,88
R,0.001641,0.996733,21
I,0.001642,0.996734,1843
H,0.001642,0.996734,51
M,0.001642,0.996734,27
Q,0.001642,0.996734,90
R,0.001642,0.996734,21
I,0.001643,0.996735,1888
H,0.001643,0.996735,50
M,0.001643,0.996735,28
Q,0.001643,0.996735,88
R,0.001643,0.996735,23
I,0.001644,0.996722,1851
H,0.001644,0.996722,50
M,0.001644,0.996722,28
Q,0.001644,0.996722,86
R,0.001644,0.996722,21
I,0.001645,0.996723,1880
H,0.001645,0.996723,51
M,0.001645,0.996723,29
Q,0.001645,0.996723,83
R,0.001645,0.996723,22
I,0.001646,0.996724,1870
H,0.001646,0.996724,50
M,0.001646,0.996724,27
Q,0.001646,0.996724,106
R,0.001646,0.996724,23
I,0.001647,0.996718,1851
H,0.001647,0.996718,50
M,0.001647,0.996718,28
Q,0.001647,0.996718,96
R,0.001647,0.996718,22
I,0.001648,0.996713,1879
H,0.001648,0.996713,51
M,0.001648,0.996713,28
Q,0.001648,0.996713,88
R,0.001648,0.996713,22
I,0.001649,0.996720,1908
H,0.001649,0.996720,50
M,0.001649,0.996720,28
Q,0.001649,0.996720,85
R,0.001649,0.996720,23
I,0.001650,0.996708,1863
H,0.001650,0.996708,50
M,0.001650,0.996708,27
Q,0.001650,0.996708,92
R,0.001650,0.996708,21
I,0.001651,0.996710,1866
H,0.001651,0.996710,52
M,0.001651,0.996710,28
Q,0.001651,0.996710,88
R,0.001651,0.996710,21
I,0.001652,0.996705,1911
H,0.001652,0.996705,50
M,0.001652,0.996705,28
Q,0.001652,0.996705,83
R,0.001652,0.996705,23
I,0.001653,0.996707,1844
H,0.001653,0.996707,50
M,0.001653,0.996707,27
Q,0.001653,0.996707,87
R,0.001653,0.996707,21
I,0.001654,0.996709,1851
H,0.001654,0.996709,51
M,0.001654,0.996709,28
Q,0.001654,0.996709,95
R,0.001654,0.996709,21
I,0.001655,0.996700,1901
H,0.001655,0.996700,50
M,0.001655,0.996700,28
Q,0.001655,0.996700,91
R,0.001655,0.996700,22
I,0.001656,0.996702,1887
H,0.001656,0.996702,50
M,0.001656,0.996702,28
Q,0.001656,0.996702,89
R,0.001656,0.996702,22
I,0.001657,0.996700,1900
H,0.001657,0.996700,52
M,0.001657,0.996700,29
Q,0.001657,0.996700,91
R,0.001657,0.996700,22
I,0.001658,0.996703,1881
H,0.001658,0.996703,51
M,0.001658,0.996703,27
Q,0.001658,0.996703,85
R,0.001658,0.996703,23
I,0.001659,0.996695,1883
H,0.001659,0.996695,50
M,0.001659,0.996695,28
Q,0.001659,0.996695,89
R,0.001659,0.996695,22
I,0.001660,0.996694,1840
H,0.001660,0.996694,51
M,0.001660,0.996694,28
Q,0.001660,0.996694,92
R,0.001660,0.996694,22
I,0.001661,0.996694,1861
H,0.001661,0.996694,52
M,0.001661,0.996694,28
Q,0.001661,0.996694,106
R,0.001661,0.996694,23
I,0.001662,0.996688,1869
H,0.001662,0.996688,50
M,0.001662,0.996688,28
Q,0.001662,0.996688,87
R,0.001662,0.996688,21
I,0.001663,0.996692,1919
H,0.001663,0.996692,51
M,0.001663,0.996692,28
Q,0.001663,0.996692,97
R,0.001663,0.996692,22
I,0.001664,0.996682,1817
H,0.001664,0.996682,50
M,0.001664,0.996682,28
Q,0.001664,0.996682,89
R,0.001664,0.996682,23
I,0.001665,0.996681,1914
H,0.001665,0.996681,50
M,0.001665,0.996681,28
Q,0.001665,0.996681,94
R,0.001665,0.996681,22
I,0.001666,0.996686,1866
H,0.001666,0.996686,51
M,0.001666,0.996686,28
Q,0.001666,0.996686,95
R,0.001666,0.996686,21
I,0.001667,0.996674,1869
H,0.001667,0.996674,50
M,0.001667,0.996674,28
Q,0.001667,0.996674,93
R,0.001667,0.996674,23
I,0.001668,0.996682,1849
H,0.001668,0.996682,51
M,0.001668,0.996682,28
Q,0.001668,0.996682,91
R,0.001668,0.996682,22
I,0.001669,0.996681,1884
H,0.001669,0.996681,51
M,0.001669,0.996681,28
Q,0.001669,0.996681,94
R,0.001669,0.996681,22
I,0.001670,0.996674,1908
H,0.001670,0.996674,50
M,0.001670,0.996674,27
Q,0.001670,0.996674,83
R,0.001670,0.996674,23
I,0.001671,0.996669,1916
H,0.001671,0.996669,50
M,0.001671,0.996669,28
Q,0.001671,0.996669,93
R,0.001671,0.996669,21
I,0.001672,0.996668,1868
H,0.001672,0.996668,51
M,0.001672,0.996668,28
Q,0.001672,0.996668,85
R,0.001672,0.996668,22
I,0.001673,0.996670,1907
H,0.001673,0.996670,50
M,0.001673,0.996670,28
Q,0.001673,0.996670,104
R,0.001673,0.996670,22
I,0.001674,0.996665,1861
