Algorithm,swapRate,ReverseSortedRatio,ExecutionTime
M,0.024802,0.952833,28
Q,0.024802,0.952833,56
R,0.024802,0.952833,26
H,0.024803,0.952723,62
M,0.024803,0.952723,28
Q,0.024803,0.952723,50
R,0.024803,0.952723,27
H,0.024804,0.952770,65
M,0.024804,0.952770,28
Q,0.024804,0.952770,54
R,0.024804,0.952770,28
H,0.024805,0.952825,62
M,0.024805,0.952825,28
Q,0.024805,0.952825,50
R,0.024805,0.952825,26
H,0.024806,0.952802,62
M,0.024806,0.952802,28
Q,0.024806,0.952802,52
R,0.024806,0.952802,27
H,0.024807,0.952734,63
M,0.024807,0.952734,28
Q,0.024807,0.952734,54
R,0.024807,0.952734,27
H,0.024808,0.952752,64
M,0.024808,0.952752,28
Q,0.024808,0.952752,54
R,0.024808,0.952752,26
H,0.024809,0.952770,62
M,0.024809,0.952770,27
Q,0.024809,0.952770,53
R,0.024809,0.952770,27
H,0.024810,0.952734,71
M,0.024810,0.952734,30
Q,0.024810,0.952734,64
R,0.024810,0.952734,35
H,0.024811,0.952685,63
M,0.024811,0.952685,27
Q,0.024811,0.952685,51
R,0.024811,0.952685,26
H,0.024812,0.952752,63
M,0.024812,0.952752,28
Q,0.024812,0.952752,50
R,0.024812,0.952752,26
H,0.024813,0.952791,64
M,0.024813,0.952791,28
Q,0.024813,0.952791,58
R,0.024813,0.952791,27
H,0.024814,0.952777,63
M,0.024814,0.952777,28
Q,0.024814,0.952777,50
R,0.024814,0.952777,26
H,0.024815,0.952741,64
M,0.024815,0.952741,28
Q,0.024815,0.952741,52
R,0.024815,0.952741,26
H,0.024816,0.952816,64
M,0.024816,0.952816,28
Q,0.024816,0.952816,51
R,0.024816,0.952816,26
H,0.024817,0.952771,61
M,0.024817,0.952771,28
Q,0.024817,0.952771,51
R,0.024817,0.952771,35
H,0.024818,0.952671,69
M,0.024818,0.952671,28
Q,0.024818,0.952671,51
R,0.024818,0.952671,27
H,0.024819,0.952742,63
M,0.024819,0.952742,28
Q,0.024819,0.952742,50
R,0.024819,0.952742,26
H,0.024820,0.952732,62
M,0.024820,0.952732,28
Q,0.024820,0.952732,48
R,0.024820,0.952732,26
H,0.024821,0.952719,63
M,0.024821,0.952719,28
Q,0.024821,0.952719,53
R,0.024821,0.952719,27
H,0.024822,0.952748,64
M,0.024822,0.952748,27
Q,0.024822,0.952748,53
R,0.024822,0.952748,26
H,0.024823,0.952737,62
M,0.024823,0.952737,28
Q,0.024823,0.952737,51
R,0.024823,0.952737,29
H,0.024824,0.952705,71
M,0.024824,0.952705,30
Q,0.024824,0.952705,63
R,0.024824,0.952705,34
H,0.024825,0.952682,65
M,0.024825,0.952682,27
Q,0.024825,0.952682,55
R,0.024825,0.952682,26
H,0.024826,0.952859,62
M,0.024826,0.952859,28
Q,0.024826,0.952859,51
R,0.024826,0.952859,26
H,0.024827,0.952750,62
M,0.024827,0.952750,27
Q,0.024827,0.952750,54
R,0.024827,0.952750,27
H,0.024828,0.952713,67
M,0.024828,0.952713,28
Q,0.024828,0.952713,50
R,0.024828,0.952713,27
H,0.024829,0.952692,65
M,0.024829,0.952692,28
Q,0.024829,0.952692,51
R,0.024829,0.952692,27
H,0.024830,0.952756,68
M,0.024830,0.952756,29
Q,0.024830,0.952756,55
R,0.024830,0.952756,33
H,0.024831,0.952783,70
M,0.024831,0.952783,30
Q,0.024831,0.952783,57
R,0.024831,0.952783,28
H,0.024832,0.952684,64
M,0.024832,0.952684,29
Q,0.024832,0.952684,53
R,0.024832,0.952684,28
H,0.024833,0.952761,64
M,0.024833,0.952761,32
Q,0.024833,0.952761,57
R,0.024833,0.952761,27
H,0.024834,0.952735,66
M,0.024834,0.952735,27
Q,0.024834,0.952735,54
R,0.024834,0.952735,27
H,0.024835,0.952614,65
M,0.024835,0.952614,29
Q,0.024835,0.952614,55
R,0.024835,0.952614,29
H,0.024836,0.952659,65
M,0.024836,0.952659,29
Q,0.024836,0.952659,57
R,0.024836,0.952659,27
H,0.024837,0.952793,67
M,0.024837,0.952793,29
Q,0.024837,0.952793,54
R,0.024837,0.952793,27
H,0.024838,0.952685,71
M,0.024838,0.952685,28
Q,0.024838,0.952685,53
R,0.024838,0.952685,27
H,0.024839,0.952718,67
M,0.024839,0.952718,29
Q,0.024839,0.952718,51
R,0.024839,0.952718,26
H,0.024840,0.952717,65
M,0.024840,0.952717,29
Q,0.024840,0.952717,59
R,0.024840,0.952717,30
H,0.024841,0.952753,69
M,0.024841,0.952753,28
Q,0.024841,0.952753,55
R,0.024841,0.952753,26
H,0.024842,0.952695,64
M,0.024842,0.952695,28
Q,0.024842,0.952695,49
R,0.024842,0.952695,27
H,0.024843,0.952613,65
M,0.024843,0.952613,29
Q,0.024843,0.952613,52
R,0.024843,0.952613,26
H,0.024844,0.952769,64
M,0.024844,0.952769,29
Q,0.024844,0.952769,52
R,0.024844,0.952769,29
H,0.024845,0.952683,70
M,0.024845,0.952683,30
Q,0.024845,0.952683,60
R,0.024845,0.952683,27
H,0.024846,0.952786,63
M,0.024846,0.952786,29
Q,0.024846,0.952786,55
R,0.024846,0.952786,34
H,0.024847,0.952695,67
M,0.024847,0.952695,29
Q,0.024847,0.952695,53
R,0.024847,0.952695,27
H,0.024848,0.952603,67
M,0.024848,0.952603,31
Q,0.024848,0.952603,58
R,0.024848,0.952603,30
H,0.024849,0.952708,71
M,0.024849,0.952708,30
Q,0.024849,0.952708,59
R,0.024849,0.952708,26
H,0.024850,0.952634,63
M,0.024850,0.952634,28
Q,0.024850,0.952634,55
R,0.024850,0.952634,27
H,0.024851,0.952666,65
M,0.024851,0.952666,30
Q,0.024851,0.952666,57
R,0.024851,0.952666,27
H,0.024852,0.952759,77
M,0.024852,0.952759,29
Q,0.024852,0.952759,50
R,0.024852,0.952759,27
H,0.024853,0.952680,65
M,0.024853,0.952680,30
Q,0.024853,0.952680,55
R,0.024853,0.952680,28
H,0.024854,0.952686,67
M,0.024854,0.952686,31
Q,0.024854,0.952686,49
R,0.024854,0.952686,28
H,0.024855,0.952710,67
M,0.024855,0.952710,28
Q,0.024855,0.952710,55
R,0.024855,0.952710,27
H,0.024856,0.952612,63
M,0.024856,0.952612,28
Q,0.024856,0.952612,58
R,0.024856,0.952612,27
H,0.024857,0.952625,64
M,0.024857,0.952625,28
Q,0.024857,0.952625,49
R,0.024857,0.952625,27
H,0.024858,0.952677,69
M,0.024858,0.952677,29
Q,0.024858,0.952677,53
R,0.024858,0.952677,26
H,0.024859,0.952719,68
M,0.024859,0.952719,34
Q,0.024859,0.952719,53
R,0.024859,0.952719,27
H,0.024860,0.952691,62
M,0.024860,0.952691,28
Q,0.024860,0.952691,53
R,0.024860,0.952691,27
H,0.024861,0.952731,75
M,0.024861,0.952731,27
Q,0.024861,0.952731,52
R,0.024861,0.952731,27
H,0.024862,0.952641,63
M,0.024862,0.952641,29
Q,0.024862,0.952641,50
R,0.024862,0.952641,27
H,0.024863,0.952665,66
M,0.024863,0.952665,33
Q,0.024863,0.952665,78
R,0.024863,0.952665,30
H,0.024864,0.952632,69
M,0.024864,0.952632,28
Q,0.024864,0.952632,52
R,0.024864,0.952632,26
H,0.024865,0.952630,63
M,0.024865,0.952630,27
Q,0.024865,0.952630,50
R,0.024865,0.952630,31
H,0.024866,0.952675,65
M,0.024866,0.952675,28
Q,0.024866,0.952675,51
R,0.024866,0.952675,28
H,0.024867,0.952684,65
M,0.024867,0.952684,28
Q,0.024867,0.952684,51
R,0.024867,0.952684,27
H,0.024868,0.952688,67
M,0.024868,0.952688,33
Q,0.024868,0.952688,55
R,0.024868,0.952688,27
H,0.024869,0.952701,65
M,0.024869,0.952701,30
Q,0.024869,0.952701,52
R,0.024869,0.952701,27
H,0.024870,0.952639,65
M,0.024870,0.952639,28
Q,0.024870,0.952639,52
R,0.024870,0.952639,28
H,0.024871,0.952666,73
M,0.024871,0.952666,28
Q,0.024871,0.952666,137
R,0.024871,0.952666,50
H,0.024872,0.952588,97
M,0.024872,0.952588,29
Q,0.024872,0.952588,59
R,0.024872,0.952588,27
H,0.024873,0.952705,65
M,0.024873,0.952705,29
Q,0.024873,0.952705,53
R,0.024873,0.952705,28
H,0.024874,0.952651,64
M,0.024874,0.952651,28
Q,0.024874,0.952651,50
R,0.024874,0.952651,26
H,0.024875,0.952627,63
M,0.024875,0.952627,27
Q,0.024875,0.952627,54
R,0.024875,0.952627,26
H,0.024876,0.952725,63
M,0.024876,0.952725,28
Q,0.024876,0.952725,52
R,0.024876,0.952725,28
H,0.024877,0.952641,66
M,0.024877,0.952641,29
Q,0.024877,0.952641,58
R,0.024877,0.952641,27
H,0.024878,0.952655,63
M,0.024878,0.952655,30
Q,0.024878,0.952655,52
R,0.024878,0.952655,28
H,0.024879,0.952646,65
M,0.024879,0.952646,29
Q,0.024879,0.952646,52
R,0.024879,0.952646,27
H,0.024880,0.952711,62
M,0.024880,0.952711,28
Q,0.024880,0.952711,52
R,0.024880,0.952711,27
H,0.024881,0.952589,63
M,0.024881,0.952589,28
Q,0.024881,0.952589,49
R,0.024881,0.952589,28
H,0.024882,0.952662,65
M,0.024882,0.952662,42
Q,0.024882,0.952662,61
R,0.024882,0.952662,27
H,0.024883,0.952608,68
M,0.024883,0.952608,28
Q,0.024883,0.952608,52
R,0.024883,0.952608,26
H,0.024884,0.952602,64
M,0.024884,0.952602,28
Q,0.024884,0.952602,56
R,0.024884,0.952602,27
H,0.024885,0.952624,70
M,0.024885,0.952624,29
Q,0.024885,0.952624,54
R,0.024885,0.952624,31
H,0.024886,0.952679,70
M,0.024886,0.952679,31
Q,0.024886,0.952679,90
R,0.024886,0.952679,29
H,0.024887,0.952618,65
M,0.024887,0.952618,29
Q,0.024887,0.952618,56
R,0.024887,0.952618,26
H,0.024888,0.952628,72
M,0.024888,0.952628,31
Q,0.024888,0.952628,54
R,0.024888,0.952628,26
H,0.024889,0.952574,67
M,0.024889,0.952574,28
Q,0.024889,0.952574,51
R,0.024889,0.952574,27
H,0.024890,0.952574,66
M,0.024890,0.952574,28
Q,0.024890,0.952574,53
R,0.024890,0.952574,31
H,0.024891,0.952660,70
M,0.024891,0.952660,29
Q,0.024891,0.952660,52
R,0.024891,0.952660,29
H,0.024892,0.952620,68
M,0.024892,0.952620,28
Q,0.024892,0.952620,55
R,0.024892,0.952620,26
H,0.024893,0.952547,66
M,0.024893,0.952547,29
Q,0.024893,0.952547,51
R,0.024893,0.952547,28
H,0.024894,0.952503,66
M,0.024894,0.952503,28
Q,0.024894,0.952503,51
R,0.024894,0.952503,29
H,0.024895,0.952696,64
M,0.024895,0.952696,29
Q,0.024895,0.952696,54
R,0.024895,0.952696,27
H,0.024896,0.952615,65
M,0.024896,0.952615,29
Q,0.024896,0.952615,53
R,0.024896,0.952615,29
H,0.024897,0.952683,67
M,0.024897,0.952683,29
Q,0.024897,0.952683,54
R,0.024897,0.952683,29
H,0.024898,0.952694,65
M,0.024898,0.952694,29
Q,0.024898,0.952694,53
R,0.024898,0.952694,27
H,0.024899,0.952613,67
M,0.024899,0.952613,28
Q,0.024899,0.952613,58
R,0.024899,0.952613,28
H,0.024900,0.952611,77
M,0.024900,0.952611,40
Q,0.024900,0.952611,55
R,0.024900,0.952611,27
H,0.024901,0.952591,68
M,0.024901,0.952591,30
Q,0.024901,0.952591,53
R,0.024901,0.952591,27
H,0.024902,0.952541,69
M,0.024902,0.952541,31
Q,0.024902,0.952541,52
R,0.024902,0.952541,28
H,0.024903,0.952601,67
M,0.024903,0.952601,28
Q,0.024903,0.952601,52
R,0.024903,0.952601,28
H,0.024904,0.952630,67
M,0.024904,0.952630,28
Q,0.024904,0.952630,57
R,0.024904,0.952630,26
H,0.024905,0.952616,68
M,0.024905,0.952616,31
Q,0.024905,0.952616,53
R,0.024905,0.952616,29
H,0.024906,0.952582,68
M,0.024906,0.952582,32
Q,0.024906,0.952582,55
R,0.024906,0.952582,28
H,0.024907,0.952573,65
M,0.024907,0.952573,29
Q,0.024907,0.952573,57
R,0.024907,0.952573,27
H,0.024908,0.952539,67
M,0.024908,0.952539,30
Q,0.024908,0.952539,53
R,0.024908,0.952539,28
H,0.024909,0.952623,67
M,0.024909,0.952623,28
Q,0.024909,0.952623,53
R,0.024909,0.952623,39
H,0.024910,0.952515,68
M,0.024910,0.952515,28
Q,0.024910,0.952515,56
R,0.024910,0.952515,36
H,0.024911,0.952641,71
M,0.024911,0.952641,38
Q,0.024911,0.952641,50
R,0.024911,0.952641,27
H,0.024912,0.952563,64
M,0.024912,0.952563,29
Q,0.024912,0.952563,54
R,0.024912,0.952563,27
H,0.024913,0.952584,64
M,0.024913,0.952584,28
Q,0.024913,0.952584,53
R,0.024913,0.952584,28
H,0.024914,0.952473,68
M,0.024914,0.952473,27
Q,0.024914,0.952473,53
R,0.024914,0.952473,27
H,0.024915,0.952511,64
M,0.024915,0.952511,28
Q,0.024915,0.952511,52
R,0.024915,0.952511,28
H,0.024916,0.952649,62
M,0.024916,0.952649,28
Q,0.024916,0.952649,51
R,0.024916,0.952649,26
H,0.024917,0.952540,66
M,0.024917,0.952540,28
Q,0.024917,0.952540,51
R,0.024917,0.952540,27
H,0.024918,0.952605,64
M,0.024918,0.952605,28
Q,0.024918,0.952605,50
R,0.024918,0.952605,26
H,0.024919,0.952634,61
M,0.024919,0.952634,29
Q,0.024919,0.952634,52
R,0.024919,0.952634,29
H,0.024920,0.952481,67
M,0.024920,0.952481,29
Q,0.024920,0.952481,61
R,0.024920,0.952481,28
H,0.024921,0.952543,67
M,0.024921,0.952543,29
Q,0.024921,0.952543,58
R,0.024921,0.952543,27
H,0.024922,0.952570,63
M,0.024922,0.952570,29
Q,0.024922,0.952570,51
R,0.024922,0.952570,26
H,0.024923,0.952529,61
M,0.024923,0.952529,28
Q,0.024923,0.952529,50
R,0.024923,0.952529,27
H,0.024924,0.952472,66
M,0.024924,0.952472,27
Q,0.024924,0.952472,49
R,0.024924,0.952472,26
H,0.024925,0.952537,63
M,0.024925,0.952537,28
Q,0.024925,0.952537,51
R,0.024925,0.952537,26
H,0.024926,0.952529,62
M,0.024926,0.952529,30
Q,0.024926,0.952529,54
R,0.024926,0.952529,28
H,0.024927,0.952543,70
M,0.024927,0.952543,29
Q,0.024927,0.952543,51
R,0.024927,0.952543,27
H,0.024928,0.952487,64
M,0.024928,0.952487,28
Q,0.024928,0.952487,53
R,0.024928,0.952487,29
H,0.024929,0.952508,65
M,0.024929,0.952508,28
Q,0.024929,0.952508,49
R,0.024929,0.952508,28
H,0.024930,0.952656,65
M,0.024930,0.952656,27
Q,0.024930,0.952656,50
R,0.024930,0.952656,26
H,0.024931,0.952559,61
M,0.024931,0.952559,27
Q,0.024931,0.952559,49
R,0.024931,0.952559,26
H,0.024932,0.952489,63
M,0.024932,0.952489,29
Q,0.024932,0.952489,50
R,0.024932,0.952489,26
H,0.024933,0.952541,65
M,0.024933,0.952541,35
Q,0.024933,0.952541,58
R,0.024933,0.952541,27
H,0.024934,0.952540,63
M,0.024934,0.952540,28
Q,0.024934,0.952540,49
R,0.024934,0.952540,29
H,0.024935,0.952623,62
M,0.024935,0.952623,29
Q,0.024935,0.952623,58
R,0.024935,0.952623,27
H,0.024936,0.952539,62
M,0.024936,0.952539,28
Q,0.024936,0.952539,49
R,0.024936,0.952539,27
H,0.024937,0.952488,61
M,0.024937,0.952488,28
Q,0.024937,0.952488,53
R,0.024937,0.952488,26
H,0.024938,0.952495,62
M,0.024938,0.952495,28
Q,0.024938,0.952495,58
R,0.024938,0.952495,27
H,0.024939,0.952573,65
M,0.024939,0.952573,28
Q,0.024939,0.952573,49
R,0.024939,0.952573,27
H,0.024940,0.952533,64
M,0.024940,0.952533,28
Q,0.024940,0.952533,53
R,0.024940,0.952533,26
H,0.024941,0.952551,62
M,0.024941,0.952551,28
Q,0.024941,0.952551,52
R,0.024941,0.952551,30
H,0.024942,0.952472,63
M,0.024942,0.952472,28
Q,0.024942,0.952472,60
R,0.024942,0.952472,26
H,0.024943,0.952498,62
M,0.024943,0.952498,27
Q,0.024943,0.952498,56
R,0.024943,0.952498,26
H,0.024944,0.952540,62
M,0.024944,0.952540,28
Q,0.024944,0.952540,53
R,0.024944,0.952540,27
H,0.024945,0.952528,64
M,0.024945,0.952528,27
Q,0.024945,0.952528,54
R,0.024945,0.952528,26
H,0.024946,0.952515,62
M,0.024946,0.952515,27
Q,0.024946,0.952515,49
R,0.024946,0.952515,26
H,0.024947,0.952381,62
M,0.024947,0.952381,28
Q,0.024947,0.952381,49
R,0.024947,0.952381,26
H,0.024948,0.952532,71
M,0.024948,0.952532,29
Q,0.024948,0.952532,55
R,0.024948,0.952532,27
H,0.024949,0.952511,62
M,0.024949,0.952511,28
Q,0.024949,0.952511,52
R,0.024949,0.952511,26
H,0.024950,0.952511,63
M,0.024950,0.952511,28
Q,0.024950,0.952511,49
R,0.024950,0.952511,26
H,0.024951,0.952516,65
M,0.024951,0.952516,28
Q,0.024951,0.952516,54
R,0.024951,0.952516,26
H,0.024952,0.952455,62
M,0.024952,0.952455,28
Q,0.024952,0.952455,54
R,0.024952,0.952455,30
H,0.024953,0.952538,71
M,0.024953,0.952538,35
Q,0.024953,0.952538,56
R,0.024953,0.952538,27
H,0.024954,0.952480,65
M,0.024954,0.952480,28
Q,0.024954,0.952480,52
R,0.024954,0.952480,26
H,0.024955,0.952540,64
M,0.024955,0.952540,29
Q,0.024955,0.952540,54
R,0.024955,0.952540,30
H,0.024956,0.952461,65
M,0.024956,0.952461,27
Q,0.024956,0.952461,54
R,0.024956,0.952461,27
H,0.024957,0.952423,65
M,0.024957,0.952423,33
Q,0.024957,0.952423,55
R,0.024957,0.952423,27
H,0.024958,0.952483,66
M,0.024958,0.952483,33
Q,0.024958,0.952483,55
R,0.024958,0.952483,27
H,0.024959,0.952555,62
M,0.024959,0.952555,28
Q,0.024959,0.952555,49
R,0.024959,0.952555,26
H,0.024960,0.952485,65
M,0.024960,0.952485,28
Q,0.024960,0.952485,53
R,0.024960,0.952485,26
H,0.024961,0.952515,62
M,0.024961,0.952515,28
Q,0.024961,0.952515,53
R,0.024961,0.952515,27
H,0.024962,0.952567,62
M,0.024962,0.952567,28
Q,0.024962,0.952567,51
R,0.024962,0.952567,27
H,0.024963,0.952532,64
M,0.024963,0.952532,28
Q,0.024963,0.952532,51
R,0.024963,0.952532,26
H,0.024964,0.952531,63
M,0.024964,0.952531,28
Q,0.024964,0.952531,53
R,0.024964,0.952531,30
H,0.024965,0.952473,68
M,0.024965,0.952473,29
Q,0.024965,0.952473,60
R,0.024965,0.952473,29
H,0.024966,0.952471,63
M,0.024966,0.952471,28
Q,0.024966,0.952471,49
R,0.024966,0.952471,26
H,0.024967,0.952413,63
M,0.024967,0.952413,28
Q,0.024967,0.952413,60
R,0.024967,0.952413,27
H,0.024968,0.952435,61
M,0.024968,0.952435,27
Q,0.024968,0.952435,49
R,0.024968,0.952435,30
H,0.024969,0.952452,64
M,0.024969,0.952452,28
Q,0.024969,0.952452,57
R,0.024969,0.952452,27
H,0.024970,0.952435,67
M,0.024970,0.952435,28
Q,0.024970,0.952435,50
R,0.024970,0.952435,26
H,0.024971,0.952529,61
M,0.024971,0.952529,28
Q,0.024971,0.952529,51
R,0.024971,0.952529,26
H,0.024972,0.952493,63
M,0.024972,0.952493,29
Q,0.024972,0.952493,49
R,0.024972,0.952493,27
H,0.024973,0.952334,62
M,0.024973,0.952334,28
Q,0.024973,0.952334,55
R,0.024973,0.952334,27
H,0.024974,0.952478,62
M,0.024974,0.952478,28
Q,0.024974,0.952478,54
R,0.024974,0.952478,27
H,0.024975,0.952410,71
M,0.024975,0.952410,31
Q,0.024975,0.952410,54
R,0.024975,0.952410,32
H,0.024976,0.952434,67
M,0.024976,0.952434,28
Q,0.024976,0.952434,49
R,0.024976,0.952434,26
H,0.024977,0.952509,62
M,0.024977,0.952509,28
Q,0.024977,0.952509,54
R,0.024977,0.952509,28
H,0.024978,0.952441,64
M,0.024978,0.952441,28
Q,0.024978,0.952441,50
R,0.024978,0.952441,27
H,0.024979,0.952419,62
M,0.024979,0.952419,31
Q,0.024979,0.952419,54
R,0.024979,0.952419,29
H,0.024980,0.952460,77
M,0.024980,0.952460,30
Q,0.024980,0.952460,61
R,0.024980,0.952460,27
H,0.024981,0.952403,71
M,0.024981,0.952403,37
Q,0.024981,0.952403,66
R,0.024981,0.952403,27
H,0.024982,0.952446,63
M,0.024982,0.952446,29
Q,0.024982,0.952446,54
R,0.024982,0.952446,27
H,0.024983,0.952464,70
M,0.024983,0.952464,31
Q,0.024983,0.952464,61
R,0.024983,0.952464,36
H,0.024984,0.952519,70
M,0.024984,0.952519,37
Q,0.024984,0.952519,57
R,0.024984,0.952519,34
H,0.024985,0.952413,74
M,0.024985,0.952413,31
Q,0.024985,0.952413,59
R,0.024985,0.952413,26
H,0.024986,0.952430,65
M,0.024986,0.952430,28
Q,0.024986,0.952430,53
R,0.024986,0.952430,26
H,0.024987,0.952353,64
M,0.024987,0.952353,28
Q,0.024987,0.952353,50
R,0.024987,0.952353,26
H,0.024988,0.952338,63
M,0.024988,0.952338,30
Q,0.024988,0.952338,67
R,0.024988,0.952338,31
H,0.024989,0.952350,74
M,0.024989,0.952350,35
Q,0.024989,0.952350,63
R,0.024989,0.952350,35
H,0.024990,0.952444,73
M,0.024990,0.952444,38
Q,0.024990,0.952444,56
R,0.024990,0.952444,36
H,0.024991,0.952512,65
M,0.024991,0.952512,34
Q,0.024991,0.952512,65
R,0.024991,0.952512,43
H,0.024992,0.952320,79
M,0.024992,0.952320,31
Q,0.024992,0.952320,65
R,0.024992,0.952320,35
H,0.024993,0.952425,73
M,0.024993,0.952425,28
Q,0.024993,0.952425,64
R,0.024993,0.952425,64
H,0.024994,0.952432,83
M,0.024994,0.952432,31
Q,0.024994,0.952432,61
R,0.024994,0.952432,29
H,0.024995,0.952394,71
M,0.024995,0.952394,32
Q,0.024995,0.952394,53
R,0.024995,0.952394,36
H,0.024996,0.952406,82
M,0.024996,0.952406,33
Q,0.024996,0.952406,61
R,0.024996,0.952406,29
H,0.024997,0.952379,83
M,0.024997,0.952379,35
Q,0.024997,0.952379,65
R,0.024997,0.952379,30
H,0.024998,0.952383,67
M,0.024998,0.952383,36
Q,0.024998,0.952383,61
R,0.024998,0.952383,30
H,0.024999,0.952390,71
M,0.024999,0.952390,33
Q,0.024999,0.952390,54
R,0.024999,0.952390,27
H,0.025000,0.952410,68
M,0.025000,0.952410,37
Q,0.025000,0.952410,53
R,0.025000,0.952410,28
H,0.025001,0.952425,72
M,0.025001,0.952425,30
Q,0.025001,0.952425,56
R,0.025001,0.952425,28
H,0.025002,0.952387,76
M,0.025002,0.952387,35
Q,0.025002,0.952387,59
R,0.025002,0.952387,27
H,0.025003,0.952376,72
M,0.025003,0.952376,37
Q,0.025003,0.952376,57
R,0.025003,0.952376,32
H,0.025004,0.952439,70
M,0.025004,0.952439,32
Q,0.025004,0.952439,56
R,0.025004,0.952439,30
H,0.025005,0.952387,67
M,0.025005,0.952387,29
Q,0.025005,0.952387,58
R,0.025005,0.952387,32
H,0.025006,0.952402,68
M,0.025006,0.952402,34
Q,0.025006,0.952402,59
R,0.025006,0.952402,29
H,0.025007,0.952440,63
M,0.025007,0.952440,32
Q,0.025007,0.952440,63
R,0.025007,0.952440,41
H,0.025008,0.952434,70
M,0.025008,0.952434,37
Q,0.025008,0.952434,57
R,0.025008,0.952434,30
H,0.025009,0.952314,71
M,0.025009,0.952314,33
Q,0.025009,0.952314,55
R,0.025009,0.952314,32
H,0.025010,0.952431,66
M,0.025010,0.952431,29
Q,0.025010,0.952431,59
R,0.025010,0.952431,35
H,0.025011,0.952431,69
M,0.025011,0.952431,34
Q,0.025011,0.952431,53
R,0.025011,0.952431,33
H,0.025012,0.952408,70
M,0.025012,0.952408,33
Q,0.025012,0.952408,61
R,0.025012,0.952408,27
H,0.025013,0.952425,65
M,0.025013,0.952425,28
Q,0.025013,0.952425,54
R,0.025013,0.952425,28
H,0.025014,0.952361,71
M,0.025014,0.952361,34
Q,0.025014,0.952361,61
R,0.025014,0.952361,28
H,0.025015,0.952395,65
M,0.025015,0.952395,41
Q,0.025015,0.952395,55
R,0.025015,0.952395,31
H,0.025016,0.952410,69
M,0.025016,0.952410,39
Q,0.025016,0.952410,59
R,0.025016,0.952410,31
H,0.025017,0.952327,70
M,0.025017,0.952327,30
Q,0.025017,0.952327,53
R,0.025017,0.952327,27
H,0.025018,0.952321,64
M,0.025018,0.952321,27
Q,0.025018,0.952321,51
R,0.025018,0.952321,27
H,0.025019,0.952366,66
M,0.025019,0.952366,30
Q,0.025019,0.952366,55
R,0.025019,0.952366,29
H,0.025020,0.952346,71
M,0.025020,0.952346,28
Q,0.025020,0.952346,58
R,0.025020,0.952346,27
H,0.025021,0.952295,68
M,0.025021,0.952295,28
Q,0.025021,0.952295,55
R,0.025021,0.952295,27
H,0.025022,0.952321,67
M,0.025022,0.952321,29
Q,0.025022,0.952321,57
R,0.025022,0.952321,31
H,0.025023,0.952304,69
M,0.025023,0.952304,29
Q,0.025023,0.952304,54
R,0.025023,0.952304,28
H,0.025024,0.952428,66
M,0.025024,0.952428,29
Q,0.025024,0.952428,54
R,0.025024,0.952428,30
H,0.025025,0.952376,69
M,0.025025,0.952376,29
Q,0.025025,0.952376,62
R,0.025025,0.952376,28
H,0.025026,0.952344,65
M,0.025026,0.952344,28
Q,0.025026,0.952344,50
R,0.025026,0.952344,28
H,0.025027,0.952392,66
M,0.025027,0.952392,33
Q,0.025027,0.952392,56
R,0.025027,0.952392,30
H,0.025028,0.952380,73
M,0.025028,0.952380,31
Q,0.025028,0.952380,52
R,0.025028,0.952380,27
H,0.025029,0.952370,73
M,0.025029,0.952370,29
Q,0.025029,0.952370,51
R,0.025029,0.952370,26
H,0.025030,0.952407,64
M,0.025030,0.952407,28
Q,0.025030,0.952407,54
R,0.025030,0.952407,27
H,0.025031,0.952399,62
M,0.025031,0.952399,28
Q,0.025031,0.952399,50
R,0.025031,0.952399,27
H,0.025032,0.952396,64
M,0.025032,0.952396,30
Q,0.025032,0.952396,56
R,0.025032,0.952396,29
H,0.025033,0.952417,72
M,0.025033,0.952417,31
Q,0.025033,0.952417,55
R,0.025033,0.952417,31
H,0.025034,0.952292,65
M,0.025034,0.952292,29
Q,0.025034,0.952292,64
R,0.025034,0.952292,34
H,0.025035,0.952354,71
M,0.025035,0.952354,34
Q,0.025035,0.952354,59
R,0.025035,0.952354,27
H,0.025036,0.952420,64
M,0.025036,0.952420,31
Q,0.025036,0.952420,61
R,0.025036,0.952420,27
H,0.025037,0.952284,73
M,0.025037,0.952284,30
Q,0.025037,0.952284,53
R,0.025037,0.952284,27
H,0.025038,0.952354,67
M,0.025038,0.952354,31
Q,0.025038,0.952354,51
R,0.025038,0.952354,59
H,0.025039,0.952236,83
M,0.025039,0.952236,31
Q,0.025039,0.952236,56
R,0.025039,0.952236,29
H,0.025040,0.952357,80
M,0.025040,0.952357,34
Q,0.025040,0.952357,62
R,0.025040,0.952357,35
H,0.025041,0.952279,76
M,0.025041,0.952279,32
Q,0.025041,0.952279,57
R,0.025041,0.952279,27
H,0.025042,0.952334,67
M,0.025042,0.952334,28
Q,0.025042,0.952334,60
R,0.025042,0.952334,27
H,0.025043,0.952345,71
M,0.025043,0.952345,34
Q,0.025043,0.952345,61
R,0.025043,0.952345,34
H,0.025044,0.952349,75
M,0.025044,0.952349,34
Q,0.025044,0.952349,60
R,0.025044,0.952349,66
H,0.025045,0.952378,118
M,0.025045,0.952378,43
Q,0.025045,0.952378,59
R,0.025045,0.952378,27
H,0.025046,0.952338,65
M,0.025046,0.952338,29
Q,0.025046,0.952338,59
R,0.025046,0.952338,29
H,0.025047,0.952270,67
